"id","title","code","crm_subject_id","agency_id","departemant_id","is_closed","created_at","updated_at","lastupdatemessage","subject_id"
"1199","خطای شماره موبایل در سایت 7skycrs.ir","11196","1","860","2","1","28/12/2024 13:44:36","29/12/2024 10:57:18","29/12/2024 10:57:18","77"
"1200","بررسی کانکشن ساپلایر نیرا در ریزالت های معراج","11197","1","256","2","1","28/12/2024 14:39:13","22/7/2025 15:26:41","22/7/2025 15:26:41","78"
"1201","بررسی مشکل دریافت ریزالت در جستجوی هتل‌های کیش (ساپلایر اقامت 24)","11198","1","860","2","1","29/12/2024 11:13:08","11/11/2025 16:18:56","11/11/2025 16:18:56","79"
"1202","error handling in apiout project","11199","1","263","2","2","29/12/2024 14:55:04","29/12/2024 15:11:13","29/12/2024 15:11:02","0"
"1203","حذف E-Namad از پایین ووچر های سایت 7skycrs.ir","11200","1","860","2","1","29/12/2024 15:46:45","11/11/2025 16:19:19","11/11/2025 16:19:19","80"
"1204","Inquiry on Invoice Processing - Invoice No. #LM1274","11201","1","860","1","1","29/12/2024 22:22:01","30/12/2024 09:50:57","30/12/2024 09:50:57","0"
"1205","Pricing Strategy","11202","1","860","2","1","29/12/2024 23:49:55","1/1/2025 09:42:41","1/1/2025 09:42:41","0"
"1206","غیرفعال‌سازی دانلود ووچر برای بوک‌های هتل با وضعیت Incomplete","11203","1","258","2","1","30/12/2024 10:57:56","4/3/2025 13:51:16","4/3/2025 13:51:16","81"
"1207","رفع مشکل حذف تیک رادیو پرواز یک‌طرفه در صفحه سرچ ریزالت سایت فلای4آل","11204","1","258","2","1","30/12/2024 12:11:26","2/9/2025 11:53:09","2/9/2025 11:53:09","82"
"1208","دانلود با قیمت و بی قیمت تیکت.","11205","1","256","1","1","30/12/2024 15:38:03","11/11/2025 16:19:40","11/11/2025 16:19:40","0"
"1209","مشکل بوک صادر شده در پرتو و فیلد ریفاند شده در لوکسوتا","11206","1","258","2","1","31/12/2024 08:47:33","20/1/2025 06:36:02","20/1/2025 06:36:02","83"
"1210","افزودن مرحله ولیدیشن برای بررسی تطابق ملیت در فرم مسافران و سرچ ","11207","1","258","2","1","31/12/2024 14:31:52","27/8/2025 12:33:31","27/8/2025 12:33:31","84"
"1211","Inquiry on Invoice Processing - Invoice No. #LM1275","11208","1","744","1","1","31/12/2024 16:54:55","1/1/2025 09:43:28","1/1/2025 09:43:28","0"
"1212","Inquiry on Invoice Processing - Invoice No. #LM1276","11209","1","889","1","1","31/12/2024 17:00:06","1/1/2025 09:41:37","1/1/2025 09:41:37","0"
"1213","Inquiry on Invoice Processing - Invoice No. #LM1277","11210","1","188","1","1","31/12/2024 19:30:53","17/1/2025 12:30:39","17/1/2025 12:30:39","0"
"1214","فعال کردن وب سرویس سپهرهاب","11211","1","860","2","1","1/1/2025 00:32:47","11/11/2025 16:20:04","11/11/2025 16:20:04","0"
"1215","Inquiry on Invoice Processing - Invoice No. #LM1278","11212","1","256","1","1","1/1/2025 13:06:42","1/1/2025 14:16:42","1/1/2025 14:16:42","0"
"1216","Inquiry on Invoice Processing - Invoice No. #LM1279","11213","1","256","1","1","1/1/2025 13:07:06","1/1/2025 14:16:46","1/1/2025 14:16:46","0"
"1217","Inquiry on Invoice Processing - Invoice No. #LM1280","11214","1","4","1","1","1/1/2025 13:11:45","1/1/2025 14:16:48","1/1/2025 14:16:48","0"
"1218","Inquiry on Invoice Processing - Invoice No. #LM1281","11215","1","4","1","1","1/1/2025 13:17:14","1/1/2025 14:16:50","1/1/2025 14:16:50","0"
"1219","Inquiry on Invoice Processing - Invoice No. #LM1282","11216","1","4","1","1","1/1/2025 15:26:00","1/1/2025 15:29:42","1/1/2025 15:29:42","0"
"1220","Inquiry on Invoice Processing - Invoice No. #LM1283","11217","1","4","1","1","1/1/2025 15:27:17","1/1/2025 15:29:35","1/1/2025 15:29:35","0"
"1221","Inquiry on Invoice Processing - Invoice No. #LM1279","11218","1","4","1","1","1/1/2025 15:31:36","1/1/2025 15:44:11","1/1/2025 15:44:11","0"
"1222","Inquiry on Invoice Processing - Invoice No. #LM1278","11219","1","2","1","1","1/1/2025 15:43:22","1/1/2025 15:44:07","1/1/2025 15:44:07","0"
"1223","Inquiry on Invoice Processing - Invoice No. #LM1279","11220","1","256","1","1","1/1/2025 17:50:04","21/4/2025 14:05:20","21/4/2025 14:05:20","0"
"1224","مشکل در نمایش ریزالت‌های ناقص هنگام انتخاب گزینه ""تمام فرودگاه‌های یک شهر"" در ساپلایرهای Mystifly و Alsafari (KPlus)","11221","1","258","2","1","1/1/2025 18:42:47","7/2/2025 14:32:12","7/2/2025 14:32:12","85"
"1225","مشکل در نمایش ریزالت تورها در تمامی سایت‌ها","11222","1","2","2","1","1/1/2025 20:53:19","28/1/2025 12:55:46","28/1/2025 12:55:46","0"
"1226","Redising desktop and mobile view","11223","1","528","2","3","2/1/2025 17:05:10","4/1/2025 11:13:01","4/1/2025 11:12:40","0"
"1227","استعلام مدت زمان و هزینه راه اندازی وب سرویس هتل اسنپ تریپ","11224","1","860","2","1","3/1/2025 00:02:35","11/11/2025 16:20:28","11/11/2025 16:20:28","0"
"1228","  نحوه نمایش قیمت پرواز به صورت تکنفره ","11225","1","860","2","1","3/1/2025 00:31:56","11/11/2025 16:20:48","11/11/2025 16:20:48","0"
"1229"," در صفحه سرچ پرواز only charterایراد در گزینه  ","11226","1","860","2","1","3/1/2025 00:36:33","7/2/2025 14:44:36","7/2/2025 14:44:36","0"
"1230","ایراد در تیکت صادر شده","11227","1","860","2","1","3/1/2025 00:59:53","11/11/2025 16:21:20","11/11/2025 16:21:20","0"
"1231","مشکل در نمایش یا عدم نمایش قیمت روی تیکت پرواز","11228","1","860","2","1","3/1/2025 01:04:08","11/11/2025 16:21:38","11/11/2025 16:21:38","0"
"1232","طراحی جدیدی برای ووچر (voucher) تمامی Travel Services موجود در سایت Fly4all","11229","1","258","2","1","3/1/2025 16:10:57","27/8/2025 12:35:23","27/8/2025 12:35:23","86"
"1233","Inquiry on Invoice Processing - Invoice No. #LM1280","11230","1","258","1","1","3/1/2025 19:13:11","4/1/2025 08:56:07","4/1/2025 08:56:07","0"
"1234"," مشکل مغاریت کارنسی در ساپلایر گالیلّیو","11231","1","258","2","1","4/1/2025 08:41:13","20/1/2025 06:37:54","20/1/2025 06:37:54","87"
"1235","Inquiry on Invoice Processing - Invoice No. #LM1281","11232","1","860","1","1","4/1/2025 21:22:28","5/1/2025 16:37:54","5/1/2025 16:37:54","0"
"1236","باگ در سرچ پرواز","11233","1","860","2","1","4/1/2025 21:53:27","11/11/2025 16:22:01","11/11/2025 16:22:01","0"
"1237","اصلاح نمایش مقدار بار سرچ ریزالت ساپلایر گالیله و سیبر","11234","1","258","2","1","5/1/2025 15:45:48","15/1/2025 10:01:27","15/1/2025 10:01:27","88"
"1238","Inquiry on Invoice Processing - Invoice No. #LM1282","11235","1","379","1","1","5/1/2025 15:57:58","24/8/2025 16:20:46","24/8/2025 16:20:46","0"
"1239","اتصال API سپهران به فلای الرفاه ","11236","1","379","1","1","5/1/2025 15:59:43","24/8/2025 16:21:59","24/8/2025 16:21:59","0"
"1240","async search for apiout","11237","1","263","2","1","6/1/2025 11:21:29","28/1/2025 12:57:44","28/1/2025 12:57:44","0"
"1241","اصلاح api استعلام پرواز ساپلایر تراولپورت","11238","1","889","2","3","6/1/2025 12:05:55","6/1/2025 12:34:19","6/1/2025 12:34:04","0"
"1242","Inquiry on Invoice Processing - Invoice No. #LM1283","11239","1","258","1","1","6/1/2025 19:48:25","7/1/2025 10:55:25","7/1/2025 10:55:25","0"
"1243","مشکل تراکنش‌های تکراری در بوک‌های ساپلایر Haft Vadi","11240","1","258","2","1","7/1/2025 10:44:19","28/1/2025 12:57:01","28/1/2025 12:57:01","89"
"1244","Inquiry on Invoice Processing - Invoice No. #LM1284","11241","1","258","1","1","7/1/2025 12:15:41","8/1/2025 15:59:33","8/1/2025 15:59:33","0"
"1245","مشکل نمایش قیمت یکسان برای کودک و بزرگسال در ساپلایر گالیلّیو","11242","1","258","2","1","7/1/2025 20:26:50","7/2/2025 14:40:44","7/2/2025 14:40:44","90"
"1246","تغییر بکگروند صفحه دانلود وجر","11243","1","258","2","1","7/1/2025 20:37:17","27/8/2025 09:12:41","27/8/2025 09:12:41","91"
"1247","دانلود نشدن تمام ووچر های سایت تفرج گشت","11244","1","256","2","1","8/1/2025 15:46:05","8/1/2025 15:58:38","8/1/2025 15:58:38","92"
"1248","برداشتن arrow و از کار انداختن scroll برای تمام input های تایپ number","11245","1","2","2","1","9/1/2025 12:53:59","17/3/2025 11:04:40","17/3/2025 11:04:40","0"
"1249","بررسی و رفع مشکل ثبت دو بوک تکراری در ساپلایر EBooking Center (IRIX)","11246","1","258","2","1","9/1/2025 13:21:21","27/8/2025 09:12:24","27/8/2025 09:12:24","93"
"1250","بررسی و اصلاح نمایش تایمر تکمیل Passenger Form بر اساس زمان sسرئر","11247","1","2","2","1","9/1/2025 16:34:27","17/3/2025 11:03:15","17/3/2025 11:03:15","0"
"1251","وجود دو انتخاب برای شهر Ajman امارات در جستجوی هتل","11248","1","889","2","1","9/1/2025 20:51:08","18/2/2025 13:37:56","18/2/2025 13:37:56","0"
"1252","Inquiry on Invoice Processing - Invoice No. #LM1285","11249","1","256","1","1","10/1/2025 13:05:26","10/1/2025 13:28:46","10/1/2025 13:28:46","0"
"1253","Inquiry on Invoice Processing - Invoice No. #LM1286","11250","1","256","1","1","10/1/2025 13:42:38","10/1/2025 13:44:33","10/1/2025 13:44:33","0"
"1254","Inquiry on Invoice Processing - Invoice No. #LM1287","11251","1","256","1","1","10/1/2025 13:45:37","10/1/2025 13:51:48","10/1/2025 13:51:48","0"
"1255","افزودن الزام به استفاده از رمز عبور پیچیده هنگام ساخت ساب یوزر در بک‌آفیس","11252","1","2","2","1","10/1/2025 14:26:17","6/5/2025 16:57:42","6/5/2025 16:57:42","0"
"1256","اصلاح پیام خطا و افزودن ستاره الزامی برای فیلد شهر هنگام ساخت یوزر جدید","11253","1","2","2","2","10/1/2025 14:36:04","10/1/2025 14:37:21","10/1/2025 14:36:04","0"
"1257","اجبار تغییر رمز عبور پس از ورود اولیه و جلوگیری از دسترسی به سایر صفحات","11254","1","2","2","2","10/1/2025 15:03:14","10/1/2025 15:04:34","10/1/2025 15:03:14","0"
"1258","متمایز کردن پروازهای Open Return در بخش مدیریت بوکینگ فلای4آل","11255","1","2","2","1","10/1/2025 15:10:40","15/1/2025 10:11:08","15/1/2025 10:11:08","0"
"1259","تغییر تاریخ انقضای شماره پاسپورت به 10 سال در سایت فلای الرفه","11256","1","2","2","1","10/1/2025 15:18:30","28/1/2025 12:53:23","28/1/2025 12:53:23","0"
"1260","Inquiry on Invoice Processing - Invoice No. #LM1288","11257","1","860","1","1","11/1/2025 00:07:01","15/1/2025 16:25:51","15/1/2025 16:25:51","0"
"1261","مشکلات فیلدهای سرچ پس از آخرین پچ در تمپلیت TravelerGate","11258","1","2","2","1","13/1/2025 12:29:41","7/2/2025 14:33:38","7/2/2025 14:33:38","0"
"1262","بررسی و اصلاح ارور 1002 برای بوک‌های هتل‌های ساپلایر Ebooking Center در سایت الروضتین","11259","1","268","2","1","13/1/2025 12:39:26","11/11/2025 16:22:21","11/11/2025 16:22:21","94"
"1263","Inquiry on Invoice Processing - Invoice No. #LM1289","11260","1","258","1","1","13/1/2025 13:01:50","13/1/2025 13:51:24","13/1/2025 13:51:24","0"
"1264","بررسی مشکل Price Changed  از ساپلایر Haft Wadi (CityNet) ","11261","1","258","2","1","15/1/2025 09:30:27","27/8/2025 09:11:33","27/8/2025 09:11:33","95"
"1265","پیاده‌سازی ساپلایر جدید CloudFares برای سایت فلای4آل (fly4all.com)","11262","1","258","2","1","15/1/2025 09:45:45","2/9/2025 11:54:05","2/9/2025 11:54:05","96"
"1266","Inquiry on Invoice Processing - Invoice No. #LM1290","11263","1","188","1","1","15/1/2025 12:22:35","11/11/2025 16:22:40","11/11/2025 16:22:40","0"
"1267","Inquiry on Invoice Processing - Invoice No. #LM1291","11264","1","188","1","1","15/1/2025 12:36:24","11/11/2025 16:23:15","11/11/2025 16:23:15","0"
"1268","Inquiry on Invoice Processing - Invoice No. #LM1292","11265","1","188","1","1","15/1/2025 12:45:24","11/11/2025 16:22:56","11/11/2025 16:22:56","0"
"1269","Inquiry on Invoice Processing - Invoice No. #LM1293","11266","1","188","1","1","15/1/2025 13:03:25","11/11/2025 16:23:34","11/11/2025 16:23:34","0"
"1270","Inquiry on Invoice Processing - Invoice No. #LM1294","11267","1","188","1","1","15/1/2025 13:13:46","17/1/2025 13:02:09","17/1/2025 13:02:09","0"
"1271","Inquiry on Invoice Processing - Invoice No. #LM1295","11268","1","188","1","1","15/1/2025 13:31:48","17/1/2025 13:02:27","17/1/2025 13:02:27","0"
"1272","Inquiry on Invoice Processing - Invoice No. #LM1296","11269","1","256","1","1","15/1/2025 21:21:47","17/1/2025 12:33:22","17/1/2025 12:33:22","0"
"1273","Applying User Currency","11270","1","188","2","1","16/1/2025 11:56:43","19/1/2025 11:45:34","19/1/2025 11:45:34","0"
"1274","Applying User Currency","11271","1","188","2","1","16/1/2025 12:03:20","16/1/2025 13:07:43","16/1/2025 13:07:43","0"
"1275","Applying User Currency","11272","1","188","1","1","16/1/2025 12:04:21","16/1/2025 13:07:37","16/1/2025 13:07:37","0"
"1276","Pending Approval for Payment Gatway Durat Alshabab","11273","1","188","2","1","16/1/2025 12:35:12","11/11/2025 16:23:51","11/11/2025 16:23:51","0"
"1277","Inquiry on Invoice Processing - Invoice No. #LM1297","11274","1","256","1","1","16/1/2025 13:54:22","17/1/2025 12:33:37","17/1/2025 12:33:37","0"
"1278","Inquiry on Invoice Processing - Invoice No. #LM1298","11275","1","256","1","1","16/1/2025 17:44:26","17/1/2025 14:52:52","17/1/2025 14:52:52","0"
"1279","تغییر کپچا","11276","1","1","2","1","16/1/2025 17:57:52","1/6/2025 16:44:16","1/6/2025 16:44:16","0"
"1280","Inquiry on Invoice Processing - Invoice No. #LM1299","11277","1","258","1","1","16/1/2025 19:14:31","17/1/2025 12:34:30","17/1/2025 12:34:30","0"
"1281","پیاده سازی ساپلایر پروازی Top Travel از مجموعه سات گورو","11278","1","1","1","1","18/1/2025 10:19:34","17/3/2025 10:53:04","17/3/2025 10:53:04","0"
"1282","پیاده سازی ساپلایر پروازی Cloudfares از مجموعه گالیلو عراق","11279","1","1","1","1","18/1/2025 10:30:58","18/1/2025 10:39:42","18/1/2025 10:39:42","0"
"1283","امکان بوک و کانفرم در سایت بدون لاگین کردن","11280","1","256","1","1","18/1/2025 11:03:24","18/1/2025 11:07:24","18/1/2025 11:07:24","0"
"1284","امکان ثبت درخواست بوک برای کاربر در صفحه رزروهای من","11281","1","256","1","1","18/1/2025 11:18:07","19/1/2025 11:49:46","19/1/2025 11:49:46","0"
"1285","Iraqi Static Page","11282","1","188","2","2","18/1/2025 15:48:21","19/1/2025 11:49:26","19/1/2025 11:49:24","0"
"1286","HTML Code in Overview for Packages","11283","1","188","2","2","18/1/2025 17:18:07","19/1/2025 11:49:34","19/1/2025 11:49:32","0"
"1287","امکان ثبت درخواست کنسلی هر بوک در صفحه رزروهای من برای کابر ","11284","1","256","1","3","19/1/2025 11:24:52","6/9/2025 10:40:22","6/9/2025 10:39:52","0"
"1288","عدم مطابقت در بخش قیمت تیکت و بخش invoice ","11285","1","256","1","1","19/1/2025 13:30:40","13/4/2025 10:01:18","13/4/2025 10:01:18","0"
"1289","book به دلیل تکمیل ظرفیت failed/refunded شده و قبل از پرداخت خطا نمایش داده نمی شود","11286","1","258","2","1","19/1/2025 16:48:00","27/8/2025 09:05:52","27/8/2025 09:05:52","97"
"1290","پیاده سازی viatour","11287","1","6","1","3","20/1/2025 17:04:08","20/1/2025 17:05:29","20/1/2025 17:04:08","0"
"1291","Voucher Package in .app","11288","1","188","2","2","21/1/2025 11:29:29","23/1/2025 17:38:38","21/1/2025 11:29:29","0"
"1292","جابجایی پکیج ها از github به gitlab","11289","1","263","2","1","21/1/2025 13:37:44","18/2/2025 13:37:30","18/2/2025 13:37:30","0"
"1293","مشکل دانلود گزارش Profit Report فلای4آل","11290","1","2","2","1","21/1/2025 15:51:56","7/2/2025 14:34:19","7/2/2025 14:34:19","0"
"1294","مشکل ارور Validated تفرج گشت","11291","1","2","2","1","21/1/2025 15:56:37","8/3/2025 16:50:04","8/3/2025 16:50:04","0"
"1295","Inquiry on Invoice Processing - Invoice No. #LM1300","11292","1","258","1","1","21/1/2025 17:51:21","22/1/2025 17:20:52","22/1/2025 17:20:52","0"
"1296","پیاده سازی سرویس جدید ساپلایر سپهران(پرواز +هتل)","11293","1","889","2","1","21/1/2025 23:42:44","9/7/2025 11:28:34","9/7/2025 11:28:34","0"
"1297","site unrechable ","11294","1","288","2","1","22/1/2025 12:47:21","11/11/2025 16:24:11","11/11/2025 16:24:11","0"
"1298","chnage endpoint ","11295","1","287","2","1","22/1/2025 13:40:32","11/11/2025 16:24:39","11/11/2025 16:24:39","0"
"1299","tbo supplier not giving result q","11296","1","287","2","1","22/1/2025 13:46:59","11/11/2025 16:24:57","11/11/2025 16:24:57","0"
"1300","API Query Not Running","11297","1","188","2","2","22/1/2025 20:31:44","2/2/2025 10:47:35","1/2/2025 17:51:07","0"
"1301","change the landing page design when the platform not lunched yet","11298","1","1","1","1","23/1/2025 16:54:20","11/11/2025 16:25:22","11/11/2025 16:25:22","0"
"1302","بررسی و رفع مشکل تغییر تاریخ رزرو هتل پس از بوک در سایت فلای4آل","11299","1","258","2","1","23/1/2025 16:56:24","27/8/2025 08:38:06","27/8/2025 08:38:06","98"
"1303","اصلاح نمایش عنوان سایت (Title) در نتایج گوگل برای سایت‌های آژانس‌ها","11300","1","2","2","1","23/1/2025 17:29:37","1/6/2025 16:45:11","1/6/2025 16:45:11","0"
"1304","MystiFly Pending Approval","11301","1","188","2","2","23/1/2025 18:19:52","24/1/2025 14:41:33","23/1/2025 18:19:52","0"
"1305","زدن کمیسیون کد روی گالیله","11302","1","258","2","1","24/1/2025 14:05:33","2/9/2025 11:55:09","2/9/2025 11:55:09","99"
"1306","درخواست پیاده سازی سرویس جدید Wego","11303","1","379","2","2","25/1/2025 09:00:45","25/1/2025 09:09:49","25/1/2025 09:09:45","100"
"1307","حذف فیلد کد ملی از فرم مسافران ساپلایر FlyAdeal برای آژانس‌های عراقی","11304","1","258","2","1","25/1/2025 09:02:00","12/5/2025 09:35:00","12/5/2025 09:35:00","101"
"1308","پیاده سازی تیکتینگ تراولپورت برای fly4all","11305","1","263","2","1","25/1/2025 10:26:22","25/1/2025 12:35:58","25/1/2025 12:35:58","0"
"1309","بررسی و رفع مشکل عدم به‌روزرسانی کش قیمت‌ها در بوک‌های ساپلایر FlyAdeal","11306","1","258","2","1","25/1/2025 14:20:51","27/8/2025 09:10:58","27/8/2025 09:10:58","102"
"1310","Inquiry on Invoice Processing - Invoice No. #LM1301","11307","1","2","1","1","25/1/2025 15:40:35","25/1/2025 16:16:40","25/1/2025 16:16:40","0"
"1311","سایت Blog.flyalrafah.com","11308","1","379","2","1","25/1/2025 20:14:27","24/8/2025 16:27:33","24/8/2025 16:27:33","0"
"1312","Inquiry on Invoice Processing - Invoice No. #LM1302","11309","1","860","1","1","25/1/2025 21:26:33","29/1/2025 14:13:53","29/1/2025 14:13:53","0"
"1313","عدم دانلود خروجی اکسل در تاریخ فیلتر شده در بخش Profit Reporting ","11310","1","379","2","1","26/1/2025 16:42:19","28/1/2025 13:34:34","28/1/2025 13:34:34","0"
"1314","Inquiry on Invoice Processing - Invoice No. #LM1303","11311","1","188","1","2","26/1/2025 20:32:36","28/1/2025 12:24:13","26/1/2025 20:32:36","0"
"1315","اصلاح پکیج Process manager","11312","1","263","2","3","27/1/2025 15:41:42","27/1/2025 15:47:59","27/1/2025 15:47:57","0"
"1316","بهینه سازی sellers select query","11313","1","263","2","1","27/1/2025 15:42:59","8/3/2025 17:15:33","8/3/2025 17:15:33","0"
"1317","Inquiry on Invoice Processing - Invoice No. #LM1306","11314","1","860","1","1","27/1/2025 22:55:59","28/1/2025 12:24:17","28/1/2025 12:24:17","0"
"1318","Inquiry on Invoice Processing - Invoice No. #LM1307","11315","1","271","1","1","28/1/2025 12:30:57","11/11/2025 16:25:44","11/11/2025 16:25:44","0"
"1319","بهبود api-out","11316","1","263","2","3","28/1/2025 15:33:05","29/1/2025 10:29:01","29/1/2025 10:28:54","0"
"1320","Inquiry on Invoice Processing - Invoice No. #LM1308","11317","1","256","1","1","28/1/2025 18:02:58","2/2/2025 10:48:40","2/2/2025 10:48:40","0"
"1321","Inquiry on Invoice Processing - Invoice No. #LM1309","11318","1","256","1","1","28/1/2025 18:52:53","29/1/2025 10:30:05","29/1/2025 10:30:05","0"
"1322","اضافه شدن سلرهای جدید  به سیستم برای ساپلایر نیرا","11319","1","889","2","2","29/1/2025 10:06:05","29/1/2025 10:20:29","29/1/2025 10:07:25","0"
"1323","User Interface Customization","11320","1","379","2","1","29/1/2025 12:26:36","1/2/2025 08:16:38","1/2/2025 08:16:38","0"
"1324","Inquiry on Invoice Processing - Invoice No. #LM1310","11321","1","287","1","1","29/1/2025 13:01:59","29/1/2025 14:15:03","29/1/2025 14:15:03","0"
"1325","افزودن کلیدواژه Explore_Popular_Routes_Subtitle به فایل‌های ترجمه سایت Ethical","11322","1","922","2","1","29/1/2025 14:41:50","5/4/2025 17:04:01","5/4/2025 17:04:01","103"
"1326","Inquiry on Invoice Processing - Invoice No. #LM1311","11323","1","889","1","1","29/1/2025 15:49:42","1/2/2025 08:16:29","1/2/2025 08:16:29","0"
"1327","Inquiry on Invoice Processing - Invoice No. #LM1312","11324","1","889","1","1","29/1/2025 15:51:21","1/2/2025 08:16:21","1/2/2025 08:16:21","0"
"1328","Inquiry on Invoice Processing - Invoice No. #LM1313","11325","1","256","1","1","29/1/2025 16:03:21","3/5/2025 13:01:22","3/5/2025 13:01:22","0"
"1329","خطای ایران ایرتور","11326","1","256","1","1","30/1/2025 11:48:25","21/4/2025 14:08:17","21/4/2025 14:08:17","0"
"1330","Inquiry on Invoice Processing - Invoice No. #LM1314","11327","1","256","1","1","30/1/2025 13:18:33","1/2/2025 08:15:29","1/2/2025 08:15:29","0"
"1331","Issue a reservation without imposing a login","11328","1","258","2","1","31/1/2025 16:35:21","27/8/2025 09:05:17","27/8/2025 09:05:17","0"
"1332","Inquiry on Invoice Processing - Invoice No. #LM1315","11329","1","256","1","1","31/1/2025 22:49:08","1/2/2025 08:14:41","1/2/2025 08:14:41","0"
"1333","پیاده سازی اسنپ تریپ برای سایت ajmaaota.com","11330","1","860","2","1","1/2/2025 16:23:50","2/2/2025 11:00:56","2/2/2025 11:00:56","104"
"1334","Inquiry on Invoice Processing - Invoice No. #LM1316","11331","1","256","1","1","2/2/2025 13:32:33","2/2/2025 14:59:38","2/2/2025 14:59:38","0"
"1335","APP: Error handling","11332","1","723","1","1","3/2/2025 16:41:26","4/2/2025 09:15:07","4/2/2025 09:15:07","0"
"1336"," ساخت ای پی آی جدید در فایل سنتر برای لود کردن عکس ها ","11333","1","264","2","1","3/2/2025 16:51:54","6/5/2025 16:56:48","6/5/2025 16:56:48","0"
"1337","ارزیابی امکان‌سنجی پیاده‌سازی درگاه پرداخت Nomad","11334","1","889","2","1","3/2/2025 17:12:06","4/2/2025 19:13:02","4/2/2025 19:13:02","0"
"1338","Inquiry on Invoice Processing - Invoice No. #LM1317","11335","1","922","1","1","3/2/2025 20:40:20","7/2/2025 11:32:15","7/2/2025 11:32:15","0"
"1339","working on issues reported by the QA team on February 3th","11336","1","723","1","1","4/2/2025 08:32:57","4/2/2025 09:12:14","4/2/2025 09:12:14","0"
"1340","Get a stable release of of the Tafaroj Gasht and Share Hub app","11337","1","723","1","1","4/2/2025 08:37:01","7/2/2025 11:29:56","7/2/2025 11:29:56","0"
"1341","قرار دادن لینک Partnership with us در قسمت فوتر Home Page ","11338","1","379","2","1","5/2/2025 13:09:14","17/2/2025 11:30:25","17/2/2025 11:30:25","0"
"1342","درخواست تغییر تمپلیت تیکت برای نود ShareHub","11339","1","889","2","2","6/2/2025 14:07:35","7/2/2025 11:29:05","6/2/2025 14:07:35","0"
"1343"," اصلاح نمایش خطای ساپلایری در فرآیند بوکینگ پس از عبور از 3 نود  در شبکه ما","11340","1","889","2","1","6/2/2025 14:25:37","1/6/2025 16:36:39","1/6/2025 16:36:39","0"
"1344","حذف نمایش تامین کنندگان به ساین های از نوع خارج سازمان(فردی و آژانسی)","11341","1","860","1","4","7/2/2025 14:39:05","19/10/2025 16:59:12","19/10/2025 16:59:00","0"
"1345","Inquiry on Invoice Processing - Invoice No. #LM1318","11342","1","256","1","1","8/2/2025 01:01:18","9/2/2025 13:03:18","9/2/2025 13:03:18","0"
"1346","مشکل عدم تأیید تصادفی OTP پس از پیاده‌سازی UI جدید","11343","1","258","2","1","8/2/2025 10:48:21","27/8/2025 09:10:19","27/8/2025 09:10:19","105"
"1347","اضافه کردن نوتیفیکشین failed/ refund ","11344","1","911","1","1","8/2/2025 11:30:49","11/11/2025 16:26:14","11/11/2025 16:26:14","0"
"1348","اضافه کردنVariables  اسم ساپلایر","11345","1","911","1","1","8/2/2025 11:34:22","11/11/2025 16:32:23","11/11/2025 16:32:23","0"
"1349","Inquiry on Invoice Processing - Invoice No. #LM1319","11346","1","911","1","1","8/2/2025 13:35:25","9/2/2025 13:11:15","9/2/2025 13:11:15","0"
"1350","یونیک کردن نام کاربری بر اساس ایمیل","11347","1","860","1","1","8/2/2025 18:36:42","11/11/2025 16:32:52","11/11/2025 16:32:52","0"
"1351","پیشنهاد در خصوص سرچ تور","11348","1","860","1","1","8/2/2025 19:52:04","22/2/2025 09:24:07","22/2/2025 09:24:07","0"
"1352","working on issues reported by the QA team on February 8th","11349","1","6","1","3","9/2/2025 08:39:19","9/2/2025 13:33:25","9/2/2025 08:39:19","0"
"1353","خطای نمایش نتایج پروازهای برگشت با زمان قبل از پرواز رفت در تاریخ یکسان","11350","1","258","2","1","9/2/2025 12:51:47","27/8/2025 08:50:47","27/8/2025 08:50:47","106"
"1354","working on issues reported by the QA team on February 9th","11351","1","6","1","1","9/2/2025 12:51:52","28/9/2025 15:20:45","28/9/2025 15:20:45","0"
"1355","Inquiry on Invoice Processing - Invoice No. #LM1320","11352","1","258","1","1","9/2/2025 19:49:41","11/2/2025 11:31:47","11/2/2025 11:31:47","0"
"1356","Inquiry on Invoice Processing - Invoice No. #LM1321","11353","1","911","1","1","10/2/2025 09:56:27","11/11/2025 16:33:15","11/11/2025 16:33:15","0"
"1357","Inquiry on Invoice Processing - Invoice No. #LM1322","11354","1","258","1","1","10/2/2025 10:55:27","10/2/2025 16:42:22","10/2/2025 16:42:22","0"
"1358","پیامک صدور بلیط به کاربران ارسال نمی شود","11355","1","256","1","1","10/2/2025 14:30:46","13/4/2025 10:50:40","13/4/2025 10:50:40","0"
"1359","بررسی و رفع مشکل تاخیر در به‌روزرسانی استاتوس و ریفاند خودکار در بوکی های فیلد شده","11356","1","258","2","1","11/2/2025 10:37:47","27/8/2025 09:04:09","27/8/2025 09:04:09","107"
"1360","اصلاحات پروژه ناکس","11357","1","6","1","1","11/2/2025 11:13:59","15/2/2025 07:57:29","15/2/2025 07:57:29","0"
"1361","بررسی و رفع خطای بوکینگ ساپلایر ITours در سایت ShareHub","11358","1","911","2","1","11/2/2025 11:22:50","4/3/2025 13:41:27","4/3/2025 13:41:27","108"
"1362","صفحه ایجاد ایونت در بک آفیس","11359","1","266","2","2","11/2/2025 12:07:03","11/2/2025 16:19:20","11/2/2025 13:48:37","0"
